_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,extra_people,guests_included,address,availability,review_scores,reviews,security_deposit,reviews_per_month,host_id,host_name,host_location,host_neighbourhood,host_listings_count,host_total_listings_count
31810829,mountain pied-a-terre in the heart of Hong Kong,Apartment,Entire home/apt,Real Bed,1,31,2019-02-09 05:00:00,2019-02-09 05:00:00,3,1.0,1.0,1,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",714.0,200.0,2,"{'street': 'Hong Kong, Hong Kong Island, Hong Kong', 'suburb': 'The Peak', 'government_area': 'Central & Western', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.15591, 22.27391], 'is_location_exact': True}}","{'availability_30': 0, 'availability_60': 0, 'availability_90': 0, 'availability_365': 0}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 80}","[{'_id': '409883860', 'date': datetime.datetime(2019, 2, 9, 5, 0), 'listing_id': '31810829', 'reviewer_id': '230777622', 'reviewer_name': '静', 'comments': '可以早起的朋友可以早起爬山看日出,我体力不好1小时内也能到山顶｡可以被小鸟的歌声叫醒起床｡'}]",1600.0,1.0,238407746,Francis,HK,The Peak,1,1
31819664,"new, cosy, closed to metro station, boat piere,",Apartment,Entire home/apt,Real Bed,2,1125,2019-02-03 05:00:00,2019-02-03 05:00:00,4,2.0,3.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",237.0,50.0,1,"{'street': 'Kadıköy, İstanbul, Turkey', 'suburb': 'Kadıköy', 'government_area': 'Kadikoy', 'market': 'Istanbul', 'country': 'Turkey', 'country_code': 'TR', 'location': {'type': 'Point', 'coordinates': [29.09252, 40.96464], 'is_location_exact': True}}","{'availability_30': 16, 'availability_60': 46, 'availability_90': 76, 'availability_365': 166}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '407821904', 'date': datetime.datetime(2019, 2, 3, 5, 0), 'listing_id': '31819664', 'reviewer_id': '170148870', 'reviewer_name': 'Ikbal', 'comments': ""Çok güzel bir ev, herşey yeni. Mutfak ve banyo pırıl pırıl, mutfaktaki tabaklar ve banyodaki havlular daha önce hiç kullanılmamışçasına yeni. Çarşaflar ve yastık kılıfları, havlular ütülenmiş olarak yerlerine konulmuştu. Giysi dolanıbının çekmecesindeki lavanta koku torbasına kadar her şey en ince ayrıntısına kadar düşünülmüştü. Ev sahibimiz mutfak ve salona taze nergis çiçekleri koyarak evin kokusunun bile doğal güzellikte olmasına özen göstermişti. Evdeki canlı çiçekleri ve duvarda asılı orijinal olduğunu tahmin ettiğim tabloları çok sevdim. Bir de kahve makinelerini. Türk kahvesi için ve filtre kahve için ayrı ayrı kahve makineleri vardı. Yemek masası ve kanepe çok kullanışlı idi. Evdeki herşey İkea'dan alınmış ve özenle seçilmişti. Çok rahat ve kullanışlı, kesinlikle tavsiye ederim.""}]",550.0,1.0,55708220,Esin,TR,Kadıköy,1,1
31951146,Kactus Hotel & Service Apartment Type 3,Boutique hotel,Private room,Real Bed,1,1125,2019-02-14 05:00:00,2019-02-25 05:00:00,2,1.0,1.0,5,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",447.0,0.0,1,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Sham Shui Po District', 'government_area': 'Sham Shui Po', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.16118, 22.32736], 'is_location_exact': True}}","{'availability_30': 28, 'availability_60': 56, 'availability_90': 86, 'availability_365': 86}","{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 9, 'review_scores_rating': 96}","[{'_id': '411916436', 'date': datetime.datetime(2019, 2, 14, 5, 0), 'listing_id': '31951146', 'reviewer_id': '109081779', 'reviewer_name': '鑫鑫', 'comments': '这是一个值得入住的地方'}, {'_id': '413012929', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '31951146', 'reviewer_id': '7771421', 'reviewer_name': 'Natalie', 'comments': 'The room is tiny but its cute and has nice amenities.'}, {'_id': '414560686', 'date': datetime.datetime(2019, 2, 20, 5, 0), 'listing_id': '31951146', 'reviewer_id': '214185023', 'reviewer_name': '蓉', 'comments': '临时决定去住的,房主人很nice,总是一副笑颜,装修也很有特色,合理利用了每一个空间,非常不错'}, {'_id': '415146110', 'date': datetime.datetime(2019, 2, 22, 5, 0), 'listing_id': '31951146', 'reviewer_id': '207538375', 'reviewer_name': '雯希', 'comments': '非常棒的一家公寓!'}, {'_id': '416696764', 'date': datetime.datetime(2019, 2, 25, 5, 0), 'listing_id': '31951146', 'reviewer_id': '243743595', 'reviewer_name': 'Yun Nam Raul', 'comments': 'very good and clean'}]",0.0,5.0,39989776,Jaehwan,"부산, 대한민국",Soho,18,18
32092400,"Modern & Cozy 2BR apartment@ Nathan Road, 5-6 pax",Apartment,Entire home/apt,Real Bed,1,1125,2019-02-28 05:00:00,2019-02-28 05:00:00,6,2.0,4.0,1,1.5,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",801.0,50.0,4,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Yau Tsim Mong', 'government_area': 'Yau Tsim Mong', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.17021, 22.31342], 'is_location_exact': True}}","{'availability_30': 0, 'availability_60': 4, 'availability_90': 28, 'availability_365': 28}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '417643721', 'date': datetime.datetime(2019, 2, 28, 5, 0), 'listing_id': '32092400', 'reviewer_id': '95675432', 'reviewer_name': 'Ryan', 'comments': 'This two bed room apartment is exactly like in the picture. Each bed room has large bed, suitable for two persons each. The sofa bed in living room was comfortable for our 5th guest. Clean kitchen. Toilet and bathroom are separate. \nThe main attraction is the location. It is right at Nathan road and in front of MTR. The bus from airport drops u just in front of the building, which really great! Many eateries, shopping options and pubs nearby. Overall, a great experience. Recommending strongly.'}]",0.0,1.0,240526225,Danish,"Hong Kong Island, Hong Kong",Mong Kok,8,8
32099571,"A hidden gem, 8 min from Causeway Bay",Apartment,Entire home/apt,Real Bed,1,1125,2019-02-18 05:00:00,2019-02-23 05:00:00,2,1.0,1.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Private living room', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony']",502.0,0.0,1,"{'street': 'Hong Kong, Hong Kong Island, Hong Kong', 'suburb': 'Wan Chai District', 'government_area': 'Wan Chai', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.18328, 22.27229], 'is_location_exact': True}}","{'availability_30': 6, 'availability_60': 6, 'availability_90': 18, 'availability_365': 76}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 90}","[{'_id': '413740410', 'date': datetime.datetime(2019, 2, 18, 5, 0), 'listing_id': '32099571', 'reviewer_id': '156980666', 'reviewer_name': 'Man Tun', 'comments': 'Good view'}, {'_id': '415583902', 'date': datetime.datetime(2019, 2, 23, 5, 0), 'listing_id': '32099571', 'reviewer_id': '35170329', 'reviewer_name': 'Manbir', 'comments': 'Once you navigate the walk up stairs you are greeted  with sweeping views of the Happy Valley Race Course. Hosts very responsive, I had a good stay in a great place. All neat, clean, tidy with a touch of understated style.'}]",0.0,2.0,240783062,Amanda,"Hong Kong, Hong Kong",Happy Valley,1,1
32104281,Amazing&Cozy 2BDR!Step to JULEP!Convenient transit,Apartment,Entire home/apt,Real Bed,2,1084,2019-02-15 05:00:00,2019-03-04 05:00:00,4,2.0,2.0,3,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide hallway clearance', 'Wide doorway', 'Step-free access', 'Wide clearance to bed', 'Step-free access', 'Step-free access']",75.0,30.0,1,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Saint-Laurent', 'government_area': 'Saint-Laurent', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.6746, 45.50325], 'is_location_exact': True}}","{'availability_30': 30, 'availability_60': 60, 'availability_90': 90, 'availability_365': 296}","{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 8, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 87}","[{'_id': '412403869', 'date': datetime.datetime(2019, 2, 15, 5, 0), 'listing_id': '32104281', 'reviewer_id': '170730415', 'reviewer_name': 'Victor John', 'comments': ""Amazing host and very comfortable place. Only complaint is about the building Maintenance: ramp to the parking should doesn't seem to be heated, on a snow day it's very tough to go through""}, {'_id': '415010646', 'date': datetime.datetime(2019, 2, 21, 5, 0), 'listing_id': '32104281', 'reviewer_id': '232861941', 'reviewer_name': 'Will', 'comments': 'Good location and good apartment / condo. building is dirty and dark and you hear the people above you all day and night'}, {'_id': '419739328', 'date': datetime.datetime(2019, 3, 4, 5, 0), 'listing_id': '32104281', 'reviewer_id': '97864940', 'reviewer_name': 'Donia', 'comments': 'Appartement propre, grand et super bien placer . A cotée du métro, autoroute . Un hote super à l’écoute et très intensionné!! Je recommande fortement cette appartement !! D’ailleurs j’ai déjà réservé pour d’autre période et je resterai avec ce propriétaire au besoin.'}]",500.0,3.0,205274073,William,CA,LaSalle,9,9
32174629,Enjoy TAKSIM and SULTANAHMET !.. (2),Apartment,Entire home/apt,Real Bed,1,1125,2019-02-13 05:00:00,2019-02-14 05:00:00,4,1.0,2.0,2,1.0,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Cooking basics', 'Luggage dropoff allowed']",316.0,42.0,2,"{'street': 'Beyoğlu, İstanbul, Turkey', 'suburb': 'Taksim', 'government_area': 'Beyoglu', 'market': 'Istanbul', 'country': 'Turkey', 'country_code': 'TR', 'location': {'type': 'Point', 'coordinates': [28.98162, 41.03832], 'is_location_exact': True}}","{'availability_30': 27, 'availability_60': 44, 'availability_90': 73, 'availability_365': 346}","{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '411641053', 'date': datetime.datetime(2019, 2, 13, 5, 0), 'listing_id': '32174629', 'reviewer_id': '242142264', 'reviewer_name': 'Shahashad', 'comments': 'It was great stay at Karems place.'}, {'_id': '411931673', 'date': datetime.datetime(2019, 2, 14, 5, 0), 'listing_id': '32174629', 'reviewer_id': '216780362', 'reviewer_name': 'Furkan', 'comments': 'It was a satisfying experience for me. Everything was perfectly suited. I get much more than i expected. Apartment was a clean and easy to access. It is just 3 min from taksim square and metro station. There are staff which is available for 24 hr and they are really helpfull. It will be the apartment for my next stay for sure.'}]",0.0,2.0,1605466,Kerem,"Istanbul, Istanbul, Turkey",Taksim,13,13
32287835,HABITACION DOBLE DI,Apartment,Private room,Real Bed,1,1125,2019-02-19 05:00:00,2019-02-25 05:00:00,2,1.0,1.0,2,2.0,"['Wifi', 'Kitchen', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace']",30.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Eixample', 'government_area': ""la Dreta de l'Eixample"", 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17463, 41.39844], 'is_location_exact': True}}","{'availability_30': 29, 'availability_60': 59, 'availability_90': 89, 'availability_365': 364}","{'review_scores_accuracy': 3, 'review_scores_cleanliness': 7, 'review_scores_checkin': 5, 'review_scores_communication': 4, 'review_scores_location': 5, 'review_scores_value': 6, 'review_scores_rating': 60}",[],0.0,2.0,242355430,Mark,SE,Dreta de l'Eixample,4,4
32418682,红磡五星级酒店式公寓海景房豪华装修海韵轩海湾轩 理工大嘉里酒店边维港夜景 尖沙咀海港城庙街旺角西九龙,Serviced apartment,Entire home/apt,Real Bed,1,1125,2019-03-03 05:00:00,2019-03-10 05:00:00,4,2.0,3.0,4,1.0,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Hot water']",1751.0,0.0,1,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Yau Tsim Mong', 'government_area': 'Yau Tsim Mong', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.18397, 22.30222], 'is_location_exact': False}}","{'availability_30': 12, 'availability_60': 22, 'availability_90': 49, 'availability_365': 324}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}","[{'_id': '418794536', 'date': datetime.datetime(2019, 3, 3, 5, 0), 'listing_id': '32418682', 'reviewer_id': '62190252', 'reviewer_name': '佳', 'comments': '整个公寓环境非常好,交通便利,出门就是公车站､的士站､地铁也只需要5分钟｡住处真的是海景房,再往下看可以看到公寓的泳池｡我们住在海韵轩,在没有到达前,房东热情的为我们搜索周边的美食,还准备小吃和饮料,我们到红磡车站后小莲专程来地铁站接我们,帮我提行李｡很赞的一次旅行｡'}, {'_id': '419877409', 'date': datetime.datetime(2019, 3, 5, 5, 0), 'listing_id': '32418682', 'reviewer_id': '42169694', 'reviewer_name': 'Yan', 'comments': '房东是个很好沟通和交流的年轻姑娘,房间位置也很好,环境不错,用餐,看维港夜景非常方便｡干净整洁,适合一家三口,尤其是六七岁以上的孩子出门｡'}, {'_id': '421239587', 'date': datetime.datetime(2019, 3, 9, 5, 0), 'listing_id': '32418682', 'reviewer_id': '144205712', 'reviewer_name': '量', 'comments': '在我们还没到香港的时候房东小姐姐就提前联系了我,告诉我怎么才能到达住所｡到了住所后房东小姐姐很热情的当了个小导游告诉我们周围的吃的,公交路线｡很热情,很友好,房间也很不错 3个人就刚刚好｡ 下次再来香港还会住这里｡'}, {'_id': '421616019', 'date': datetime.datetime(2019, 3, 10, 5, 0), 'listing_id': '32418682', 'reviewer_id': '162843640', 'reviewer_name': 'Tsz Kwan', 'comments': '非常好'}]",1752.0,4.0,162933017,小莲,China,Hung Hom,5,5
32823084,LUMINOUS HOUSE - MONTREAL - WESTMOUNT,House,Entire home/apt,Real Bed,2,1125,2019-03-10 05:00:00,2019-03-10 05:00:00,6,3.0,3.0,1,2.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys']",150.0,0.0,6,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Notre-Dame-de-Grace', 'government_area': 'Côte-des-Neiges-Notre-Dame-de-Grâce', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.61182, 45.47733], 'is_location_exact': False}}","{'availability_30': 19, 'availability_60': 32, 'availability_90': 61, 'availability_365': 336}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '422149330', 'date': datetime.datetime(2019, 3, 10, 5, 0), 'listing_id': '32823084', 'reviewer_id': '69205780', 'reviewer_name': 'Zachary', 'comments': 'We had an amazing time at Claire’s place. It is a very beautiful and well situated in the city. A very clean and spacious home. We also appreciated the link for things to do in the city that Claire provide. Responses to questions were quick at all time, great service. We had an amazing time and will be back again in the future!'}]",500.0,1.0,246729480,Claire,FR,,1,1
32839070,"3 Floor Luxury Townhouse, Downtown, W/Free Parking",Townhouse,Entire home/apt,Real Bed,1,1125,2019-03-08 05:00:00,2019-03-08 05:00:00,10,3.0,4.0,1,3.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Children’s dinnerware', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Accessible-height bed', 'Wide entryway']",299.0,0.0,1,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Downtown Montreal', 'government_area': 'Ville-Marie', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.57932, 45.49013], 'is_location_exact': True}}","{'availability_30': 7, 'availability_60': 33, 'availability_90': 60, 'availability_365': 150}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '421070068', 'date': datetime.datetime(2019, 3, 8, 5, 0), 'listing_id': '32839070', 'reviewer_id': '159460412', 'reviewer_name': 'Vanessa', 'comments': 'This place is wonderful! We had everything we needed and the host answered all our questions. The checkin process was very simple. I asked the host for restaurant recommendations and he gave me a bunch in the area. Everything we needed was in walking distance. St Catherine Street is only a block away and it is full of bars, restaurants, shops and so much more! Having such a big place in downtown is rare. It was perfect for our large group. The host is very accommodating with check-in and check-out. The place is super clean and beautiful. I would definitely stay here again! If you are reading this review, I would definitely recommend that you book this place!!'}]",0.0,1.0,74187021,Ferum,"Montreal, Quebec, Canada",Downtown Montreal,4,4
32312883,Plantation Home,House,Entire home/apt,Real Bed,2,1125,2019-02-15 05:00:00,2019-02-27 05:00:00,4,2.0,2.0,2,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",250.0,100.0,4,"{'street': 'Paia, HI, United States', 'suburb': 'Maui', 'government_area': 'Paia-Haiku', 'market': 'Maui', 'country': 'United States', 'country_code': 'US', 'location': {'type': 'Point', 'coordinates': [-156.37692, 20.91405], 'is_location_exact': True}}","{'availability_30': 18, 'availability_60': 18, 'availability_90': 18, 'availability_365': 18}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 100}","[{'_id': '412525858', 'date': datetime.datetime(2019, 2, 15, 5, 0), 'listing_id': '32312883', 'reviewer_id': '26977484', 'reviewer_name': 'Mallory', 'comments': 'We couldn’t have had a better time and space at The plantation house.  Very conveniently located close to paia and the house was ADORABLE.  Perfect for my partner and I. The only two things I would recommend is bringing better pillows and ear plugs. The house walls are thin.'}, {'_id': '417595821', 'date': datetime.datetime(2019, 2, 27, 5, 0), 'listing_id': '32312883', 'reviewer_id': '16316992', 'reviewer_name': 'Charlotte', 'comments': ""Such a Cozy Bungalow. The backyard is heaven. You are close of Paia's Stores. Such a lovely time there. I'll be back ;)""}]",0.0,2.0,242573769,Gordon,US,Paia,1,1
32481559,1 SingleRoom in Beautiful Flat Center,Apartment,Private room,Real Bed,2,5,2019-02-24 05:00:00,2019-02-24 05:00:00,1,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hot water']",24.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'El Raval', 'government_area': 'el Raval', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17153, 41.37676], 'is_location_exact': False}}","{'availability_30': 17, 'availability_60': 47, 'availability_90': 77, 'availability_365': 77}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",[],0.0,1.0,9350314,Peter,"Barcelona, Catalonia, Spain",,4,4
32546486,"1 Bdr Cozy condo,Five-Star Home,convenient,in DT!!",Apartment,Entire home/apt,Real Bed,1,1086,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",50.0,0.0,2,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Gay Village', 'government_area': 'Ville-Marie', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.55243, 45.52154], 'is_location_exact': True}}","{'availability_30': 11, 'availability_60': 27, 'availability_90': 50, 'availability_365': 255}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '420730407', 'date': datetime.datetime(2019, 3, 7, 5, 0), 'listing_id': '32546486', 'reviewer_id': '57207450', 'reviewer_name': 'Zhou', 'comments': 'C’est vraiment un appartement idéal pour le voyage'}]",500.0,1.0,244349666,Lisa,China,Old Montreal,3,3
32341628,❤❤❤❤❤ FemaleOnly Laundry Coffee Pool Safe FunRelax,House,Shared room,Real Bed,1,1125,2019-02-16 05:00:00,2019-02-16 05:00:00,4,1.0,4.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Free street parking', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Children’s books and toys', 'Babysitter recommendations', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",43.0,25.0,1,"{'street': 'Honolulu, HI, United States', 'suburb': 'South Shore', 'government_area': 'East Honolulu', 'market': 'Oahu', 'country': 'United States', 'country_code': 'US', 'location': {'type': 'Point', 'coordinates': [-157.66969, 21.29825], 'is_location_exact': False}}","{'availability_30': 30, 'availability_60': 60, 'availability_90': 90, 'availability_365': 365}","{'review_scores_accuracy': 2, 'review_scores_cleanliness': 2, 'review_scores_checkin': 2, 'review_scores_communication': 2, 'review_scores_location': 2, 'review_scores_value': 2, 'review_scores_rating': 20}","[{'_id': '412841663', 'date': datetime.datetime(2019, 2, 16, 5, 0), 'listing_id': '32341628', 'reviewer_id': '177325295', 'reviewer_name': '达', 'comments': 'I paid for $31 for one day . Then she kept sending me :Pls be aware of the house rule: you have to pay surcharge before check in . Which is $175 for 1-30 days , also doesn’t shown in anywhere of her page. So it means I need to pay $200 for a dorm bed for one day. Are you kidding me ???\nI Had to cancel . Refund is $3.5 and she kept telling me I’m responsible for early check in cost $50 which I clearly told her I don’t need . \nI have never seen such ridiculous hostel. It’s scam.airbnb customer service should investigate.'}]",275.0,1.0,240872335,Maria E,US,Hawaii Kai,5,5
